ID,error type,Model,Error
1656,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1660,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1662,Other error error type.,Llama_3.2_vision,Other error
1664,Incoherent explanation error.,Llama_3.2_vision,Incomplete calculation 
1666,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1667,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1669,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1670,Other error: Incorrect formula/application error.,Llama_3.2_vision,Other error
1674,Incomplete calculation  error,Llama_3.2_vision,Incomplete calculation 
1675,The error type is "Other error error type.",Llama_3.2_vision,Other error
1677,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1680,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1681,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1683,The error type is: Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1686,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1687,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1692,Other error error type.,Llama_3.2_vision,Other error
1694,Mathematical error.,Llama_3.2_vision,Incomplete calculation 
1697,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1698,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1701,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1705,Other error error type.,Llama_3.2_vision,Other error
1709,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1711,Incomplete calculation  error,Llama_3.2_vision,Incomplete calculation 
1713,Other error: Reasoning and Incomplete calculation  inconsistency.,Llama_3.2_vision,Incomplete calculation 
1714,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1716,"Other error error type (misIncomplete calculation , logical error).",Llama_3.2_vision,Incomplete calculation 
1717,Incomplete No correct option.,Llama_3.2_vision,No correct option
1720,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1722,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1729,Other error error type.,Llama_3.2_vision,Other error
1731,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1732,Other error error type (Incomplete calculation  errors),Llama_3.2_vision,Incomplete calculation 
1736,Other error error type.,Llama_3.2_vision,Other error
1739,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1740,Inaccurate content error.,Llama_3.2_vision,Incomplete calculation 
1743,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1744,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1749,Incomplete No correct options.,Llama_3.2_vision,No correct option
1750,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1751,Other error error type (Incomplete calculation  error).,Llama_3.2_vision,Incomplete calculation 
1753,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1754,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1755,Other error error type: Incomplete calculation  mistakes.,Llama_3.2_vision,Other error
1757,Incomplete No correct options.,Llama_3.2_vision,No correct option
1759,Other error error type.,Llama_3.2_vision,Other error
1762,Other error error type.,Llama_3.2_vision,Other error
1763,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1765,The error type is incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1766,Incomplete No correct option.,Llama_3.2_vision,No correct option
1771,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1776,Other error error type,Llama_3.2_vision,Other error
1779,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1780,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1781,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1782,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1784,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1786,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1788,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1789,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1790,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1793,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1796,Other error error type (Incomplete calculation  error).,Llama_3.2_vision,Incomplete calculation 
1799,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1800,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1801,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1803,The error type is "Other error error type.",Llama_3.2_vision,Other error
1806,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1807,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1810,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1813,Other error error type.,Llama_3.2_vision,Other error
1816,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1820,Incomplete calculation  error,Llama_3.2_vision,Incomplete calculation 
1822,Numerical Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1825,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1826,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1827,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1829,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1830,Other error error type.,Llama_3.2_vision,Other error
1831,Incomplete explanation error.,Llama_3.2_vision,Incomplete calculation 
1832,Other error error type.,Llama_3.2_vision,Other error
1834,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1835,Incomplete Incomplete question,Llama_3.2_vision,Incomplete question
1847,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1849,Other error error type.,Llama_3.2_vision,Other error
1853,Incomplete No correct options.,Llama_3.2_vision,No correct option
1854,Incomplete No correct options.,Llama_3.2_vision,No correct option
1855,Incomplete information.,Llama_3.2_vision,Image problem
1858,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1859,Other error error type.,Llama_3.2_vision,Other error
1860,Inaccurate reasoning or Incomplete calculation .,Llama_3.2_vision,Incomplete calculation 
1862,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1863,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1864,Logical reasoning error.,Llama_3.2_vision,Incomplete calculation 
1866,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1868,Other error error type.,Llama_3.2_vision,Other error
1869,Other error error type.,Llama_3.2_vision,Other error
1870,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1872,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1874,Incomplete Incomplete question and No correct options.,Llama_3.2_vision,No correct option
1876,Other error error type (content inconsistency).,Llama_3.2_vision,Other error
1879,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1884,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1885,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1886,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1888,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1889,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1890,The error type is "Other error error type.",Llama_3.2_vision,Other error
1892,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1893,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1894,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1895,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1896,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1899,Other error error type.,Llama_3.2_vision,Other error
1900,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1901,The error type is content error.,Llama_3.2_vision,Incomplete calculation 
1903,Other error error type.,Llama_3.2_vision,Other error
1904,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1905,The error type is "incomplete Incomplete question.",Llama_3.2_vision,Incomplete question
1906,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1907,The error type is "incomplete Incomplete question.",Llama_3.2_vision,Incomplete question
1908,Reasoning error,Llama_3.2_vision,Incomplete calculation 
1910,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1911,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1912,The error type is "reasoning error.",Llama_3.2_vision,Incomplete calculation 
1913,Other error error type.,Llama_3.2_vision,Other error
1914,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1916,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1921,Other error error type.,Llama_3.2_vision,Other error
1923,Other error error type.,Llama_3.2_vision,Other error
1925,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1926,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1928,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1930,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1933,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1934,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1937,Incorrect Incomplete calculation .,Llama_3.2_vision,Incomplete calculation 
1940,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1944,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1946,Other error error type.,Llama_3.2_vision,Other error
1948,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1950,Other error error type (Incomplete calculation /logic error).,Llama_3.2_vision,Incomplete calculation 
1953,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1954,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1960,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1962,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1964,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1966,The error type is "Incomplete calculation ".,Llama_3.2_vision,Incomplete calculation 
1967,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1968,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1970,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1971,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1973,Incomplete Incomplete question,Llama_3.2_vision,Incomplete question
1976,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1980,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1985,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1988,Other error error type.,Llama_3.2_vision,Other error
1993,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1994,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1995,Incomplete calculation  error.,Llama_3.2_vision,Incomplete calculation 
1998,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
1999,Incomplete Incomplete question,Llama_3.2_vision,Incomplete question
2001,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2002,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2003,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2004,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2006,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2008,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2009,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2010,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2011,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
2012,Incomplete Incomplete question.,Llama_3.2_vision,Incomplete question
450,Incomplete Incomplete question.,qwen2_vl,Incomplete question
451,Incomplete Incomplete question.,qwen2_vl,Incomplete question
452,Incomplete Incomplete question.,qwen2_vl,Incomplete question
1430,Incomplete calculation  error.,qwen2_vl,Incomplete calculation 
1433,Incomplete Incomplete No correct options.,qwen2_vl,No correct option
2098,Other error error type.,qwen2_vl,Other error
2506,Incomplete Incomplete question,qwen2_vl,Incomplete question
2712,Incomplete Incomplete question.,qwen2_vl,Incomplete question
3152,Incomplete Incomplete question.,qwen2_vl,Incomplete question
3181,Incomplete Incomplete question.,qwen2_vl,Incomplete question
3186,Incomplete Incomplete question.,qwen2_vl,Incomplete question
125,Incomplete Incomplete question.,claude_sonnet,Incomplete question
